# C0 translation review sheet generated from the verified catalog.
# id	offset	slot length	category	priority	duplicate of	translation	Japanese
C0-07D477	0x07D477	0x0079	event-dialogue	P2		translated	[DFT]やい やい やい\n[KATAKANA]アキハバラ[HIRAGANA]と[KATAKANA]フラボノ[HIRAGANA]だな!\n我々[KATAKANA]ハッカー[HIRAGANA]の研究のためには\nおふたりの力が必要だ![FIN]···と えらい人が言ってるので\n痛い思いを したくなかったら\nおとなしく いっしょに\n来てちょうだい˳
C0-07D53A	0x07D53A	0x00A8	event-dialogue	P2		translated	[CLR]いがぐだご島[CA][DFT][E2:02D4]ふらぼの君[HIRAGANA]\n君は このままにげたまえ\nこいつは 私がなんとかしよう[FIN][E2:0F46]·しかし···[FIN][E2:0266]はは わたしは発明家だぞ?\nこんな時のために役立つものを\nひとつふたつ用意してあるんだ[FIN]さあ\n[PAU:1E]危ないから 後ろに下がるんだ\nなに こんな奴ら\nあっという間に ふきとばしてやる˳
C0-07D65D	0x07D65D	0x0020	engine-data	P3		pending	[CLR]れがぐぼっがごがぜぢぐ[CB]ぅげがそががぐTに[CMD:FF]れPぐぃぎ┌ [E2:20]
C0-07D767	0x07D767	0x003C	npc-dialogue	P3		pending	[CLR]いがぐぽ![DFT]ぐ[CLR]5がぐぼぴがじぎべべぐ[CB]ぅ[DFT][E2:0FDC]じ············\n[PAU:1E]···[NXT]が[KATAKANA]アキハバラ君[HIRAGANA]···˳
C0-07D7A4	0x07D7A4	0x000D	npc-dialogue	P3	C0-06B5A6	pending	[DFT]\n[KATAKANA]チュウ[HIRAGANA] [KATAKANA]チュウ[HIRAGANA]
C0-07D7FB	0x07D7FB	0x0045	npc-dialogue	P3		pending	[DF4]ぅぐぽぢ[DF4]ぐT[CMD:F0][CMD:FF]ぐ[STR:DBD787]ぅ[DFT]この下 火山\n火山の中 [KATAKANA]スリル[HIRAGANA]まんてん!\nここから おまえひとり!\nおれ ここで待つ!
C0-07D858	0x07D858	0x008A	event-dialogue	P2		translated	[DF4]報ぐぽゅ[DF4]ぐだ[BYTE:85]土PぐにPがが べがぐ[BYTE:B2]ぅ[DFT][PAL:02][KATAKANA]ガイド[HIRAGANA]:\n[PAL:00]観光なんて 本当はうそ!\nうそつき よくないが\n神樣 いけにえほしがってる[FIN]きっと 神樣のお使い\nお前を むかえてくれる\nお前 神樣のいけにえになる\nうらむのよくない ばいばい˳
C0-07D9EF	0x07D9EF	0x0066	event-dialogue	P2		translated	[CLR]いがぐぽふ[DLY:02]だぎ技[BYTE:B2]ぅ[DFT][E2:04C2]がじゃないっ!\nまだ こんな所にいたのっ!?[FIN]他の [KATAKANA]ロココ町[HIRAGANA]の人たちは\nもう にげだしたわよっ!\nここにいたら あぶないわよ!\nほらっ!早くにげるのよっ!
C0-07DA56	0x07DA56	0x006A	event-dialogue	P2		translated	[DFT][E2:047E]··ふうっ かんいっぱつ!\nもう少し おそかったら\nまきこまれていた所じゃないの![FIN]あたしは ちょっと\n気になることがあるから\n先に 村に行ってるわよ\nいい?[PAU:1E]寄り道しないでもどるのよ!
C0-07DB38	0x07DB38	0x002D	npc-dialogue	P3		pending	[DFT]これから 神樣にささげる\nおどりおどる!\nゆいしょ正しき\n伝統ある おどり!!
C0-07DB66	0x07DB66	0x0045	npc-dialogue	P3		pending	[DFT]神樣のいる場所への 道開いた\n神樣の使い この先に行く\nおれたち仕事おしまい 帰る\n神樣に よろしく!!
C0-07DC75	0x07DC75	0x0023	npc-dialogue	P3		pending	[DFT]はっはっはっはっ\nこれで ようやく\n先へ 進めるというわけだな!
C0-07DC99	0x07DC99	0x00F9	event-dialogue	P2		translated	[DFT][E2:0504]くろうだったな ぼうず\n[PAU:14]そうだ 思い出したぞ\nたしか 発明家の卵とか言ってたな[FIN]さてはお前も 大むかしの\nすんばらしい発明品を\nさがすのが目的なのか?[FIN]だがな お前のような若造が\nそれを調べて 何になる?\n[KATAKANA]ムダ[HIRAGANA]だ[KATAKANA]ムダ[HIRAGANA]だ やめておけ![FIN]あの科学力を調べぬいて\nこの[KATAKANA]ペッパー樣[HIRAGANA]は 天才的発明に\nさらに みがきをかけるのだ!\nだれにも じゃまはさせんぞ![FIN]わかったら さっさと\nそこをどけ!\nえ[KATAKANA]ー[HIRAGANA]い じゃまだじゃまだ!
C0-07E06D	0x07E06D	0x0073	event-dialogue	P2		translated	[DFT]むむ[PAU:14] またお前かっ?!\n私の じゃまばかりしおって\n今度という今度は がまんならん[FIN]この天才発明家[KATAKANA]ペッパー[HIRAGANA]の\n[KATAKANA]ス-パ-ウルトラメカ[HIRAGANA]\n[PAL:02][KATAKANA]ビッグアイ[HIRAGANA][PAL:00]で\nおしおきしてくれる![PAU:14]かくごせい!
C0-07E0E1	0x07E0E1	0x0040	npc-dialogue	P3		pending	[DFT]なんだ?!まだ この私に\nたてつくというのかっ?!\nはっはっはっ 何度戦っても\n[KATAKANA]ムダ[HIRAGANA]だということを 教えてやる!
C0-07E122	0x07E122	0x0074	event-dialogue	P2		translated	[DFT][NXT]ぞ····な·[NXT]が[PAU:14]なんということだ!\nこの 天才発明家の[E2:1A00]\nこんな青二才めの[E2:1A50]\n負けるとは···[FIN]だがっ!\n[PAU:14]これで終ったわけではないぞ\nこの借りは 倍にして返してやる!\nおぼえておけっ!
C0-07E1C4	0x07E1C4	0x0087	event-dialogue	P2		translated	[CLR]5がぐぽ[WAI][E3:02]だ[BYTE:9F]技[BYTE:B2]ぅ[DFT]これは すごいぞ!\n見たこともない 金属だ!\nおまけに この胸の石!\nこれが[KATAKANA]エネルギー源[HIRAGANA]にちがいない![FIN]ああ···[PAU:0A]だが···[PAU:0A]しかし\nこの[E2:1A54] どうやったら\n動くというのだ!?\nうぉおおお 動く所が見たいぞ!
C0-07E357	0x07E357	0x00C5	event-dialogue	P2		pending	[DFT][NXT]ぞ···[NXT]が[PAU:1E][NAM:00]?[PAU:0A] [KATAKANA]オマエ[HIRAGANA]か?\n[KATAKANA]ワタシ[HIRAGANA]だ [PAL:02][KATAKANA]ナポレオン[HIRAGANA][PAL:00]だ\n[PAU:1E][NXT]ぞ···そうか[PAU:14][NXT]が [KATAKANA]オマエ[HIRAGANA]はまだ\n[PAU:0A][KATAKANA]ワタシ[HIRAGANA]を 知らないのか···[FIN]···[KATAKANA]オマエ[HIRAGANA][PAU:14] その石は?!\n[PAU:14][E2:0067] 集めていたのか\nそうか···[PAU:14]よかった···[TPL:D7][KATAKANA]オマエ[HIRAGANA]に たくしたいものが\nあるのだが···\nもちものが いっぱいのようだな\nすまないが かたづけてくれないか?
C0-07E41D	0x07E41D	0x008F	event-dialogue	P2		pending	[DFT]この地で[E2:0067]見つけ\n長い間 これを守ってきた\nいつか [KATAKANA]オマエ[HIRAGANA]にわたせると信じてな\n[PAU:1E][NAM:00][PAU:0A] うけとってくれ[FIN] [NAM:00]は\n[PAL:02] 石3[PAL:00]を 手に入れた![TER][DFT]いかん![PAU:14]こうはしてられん\nもうすぐここは くずれるぞ\nここから 出なければ!\n[NAM:00][PAU:0A] こっちだ!
C0-07E501	0x07E501	0x0021	npc-dialogue	P3		pending	[DFT]だめだ!\nここからは 行けない!\n別の[KATAKANA]ルート[HIRAGANA]を探そう˳
C0-07E5A8	0x07E5A8	0x0023	npc-dialogue	P3		pending	[DFT]このかべを こわすしかないな\n[KATAKANA]キミ[HIRAGANA]は ちょっと後ろにさがって˳
C0-07E5CC	0x07E5CC	0x001C	npc-dialogue	P3		pending	[DFT]···あ·あいたようだ···\nさ·さあ い·行こう˳
C0-07E786	0x07E786	0x0042	npc-dialogue	P3		pending	[DLY:02]だぁげぐだぃ[BYTE:83]ぐ[STR:1EE787]ぅぐぽ[CB][CMD:E8]ぅ[DFT]こ···このかべも\nこわ···さ·ないと\n[PAU:0A][KATAKANA]キ[HIRAGANA]·[KATAKANA]ミ[HIRAGANA]は···後ろ···さがって˳
C0-07E7C9	0x07E7C9	0x002C	npc-dialogue	P3		pending	[DFT]こ···の···かべも\nこ···わさな···い···と\n··う·し·ろ·さが··って˳
C0-07E7F6	0x07E7F6	0x0018	npc-dialogue	P3		pending	[DFT]···あいた···ようだ\nさ·さあ 行こう˳
C0-07E80F	0x07E80F	0x009D	event-dialogue	P2		pending	[DFT][NXT]ご···もう[KATAKANA]ダメ[HIRAGANA]···だ\n[KATAKANA]エネルギー[HIRAGANA]が···なくなった\nだが···まにあってよかった[FIN]···できることなら···\n[KATAKANA]スクラップ[HIRAGANA]となる [KATAKANA]ワタシ[HIRAGANA]の···\nかけらでも···ひろってくれ\n[KATAKANA]キミ[HIRAGANA]を 見守れる[FIN]あとのことは···たのむ\n[PAL:02][KATAKANA]ラスク[HIRAGANA][PAL:00]さまの···意志を\n···ついでくれ˳[NXT]が
C0-07E8AD	0x07E8AD	0x004E	event-dialogue	P2		pending	[DFT] [NAM:00]は\n[PAL:02] [KATAKANA]スクラップ[HIRAGANA]A[PAL:00]を 手に入れた![TER][DFT] [NAM:00]は\n[PAL:02] [KATAKANA]スクラップ[HIRAGANA]A[PAL:00]を 見つけた!\n[PAU:1E] だが 持ち物がいっぱいだった˳
C0-07E935	0x07E935	0x0044	npc-dialogue	P3		pending	[DFT][PAL:02] ここに来るべき 人のため\n [KATAKANA]メッセージ[HIRAGANA]を 残す\n 道は 遠いほど近くに通じる\n 信じる道を しらべよ˳[PAL:00]
C0-07E98B	0x07E98B	0x0084	event-dialogue	P2		pending	[DFT][PAL:02] しかけは かんたんだったろう?\n 君が来るのを 待っていたが\n [KATAKANA]ワタシ[HIRAGANA]の残り[KATAKANA]エネルギー[HIRAGANA]は\n あと わずかしかない···[FIN] 君が ここに現れる時まで\n 待つことが できるだろうか\n だが[KATAKANA]ワタシ[HIRAGANA]には残されたことがある\n 君の [BYTE:81]
C0-07EAA6	0x07EAA6	0x005B	event-dialogue	P2		pending	[DFT][E2:04DC]ぎもうっ![PAU:28][NXT]が[KATAKANA]ペッパー[HIRAGANA]が\n船で にげちゃったのよ!\nここまで おいつめたのに![FIN]そういえば あいつ\nあわてて 何か落としていったわ\nそこにある [KATAKANA]カプセル[HIRAGANA]よ˳
C0-07EB02	0x07EB02	0x005C	event-dialogue	P2		pending	[DFT][E2:043E]?なんで[KATAKANA]カプセル[HIRAGANA]を\n開けないのかですって?\nふふん あまいわね[FIN]相手は 悪の発明家よ?!\n[KATAKANA]カプセル[HIRAGANA]に なにか変なしかけを\nしているかもしれないでしょっ!
C0-07EB5F	0x07EB5F	0x0070	event-dialogue	P2		pending	[DFT][E2:04DC]ぎちょっと[PAU:1E] 今の話きいたわよ!\n[KATAKANA]ロココ町[HIRAGANA]で 何かあったのね!?[FIN][NXT]がふふん [PAU:1E]事件のにおいがするわ\n[KATAKANA]ペッパー[HIRAGANA]のことも気になるけど\nこっちの方が 先ね\n[NXT]ぎこうしちゃいられないわっ![NXT]が
C0-07EC02	0x07EC02	0x0053	event-dialogue	P2		pending	[DFT][PAL:03][KATAKANA]ナギサ[HIRAGANA]:\n[PAL:00][NAM:00]ね 聞こえてる?\nちょっと 大変なことがおきたの[FIN]とにかく すぐに\n[KATAKANA]ロココ町[HIRAGANA]に帰ってきてちょうだい\nいそいでね おねがいよ˳
C0-088055	0x088055	0x0040	npc-dialogue	P3		pending	[DFT]この町長會は\n[KATAKANA]ハッカー[HIRAGANA]がせんりょうしちゃったよ\nこわい目にあいたくなかったら\n帰った方が いいと思うけどな˳
C0-088096	0x088096	0x003F	npc-dialogue	P3		pending	[DFT]え?[PAU:1E]おくの見張りを\nやっつけちゃったの?\n[PAU:1E]そんな悪い子は ほっておけないな\nおじさんが おしおきしてやるぞ!
C0-088149	0x088149	0x003B	npc-dialogue	P3		pending	[DFT][KATAKANA]ハッカー[HIRAGANA]とかいう\n変な奴らが やってきて\n町長會が のっとられたんだ\n町長は どうなったんだろう˳
C0-088185	0x088185	0x0040	event-dialogue	P2		pending	[DFT]町長も あんなことがあって\n前より少しは\nまじめに仕事をしてくれるように\nなったんだよ[FIN]···[PAU:1E]少しだけどね˳
C0-0881C6	0x0881C6	0x002A	npc-dialogue	P3		pending	[DFT]こらこら ぼうや\nその先には 見張りがいるよ\n出て行ったら あぶないよ˳
C0-088256	0x088256	0x002F	npc-dialogue	P3		pending	[DFT][KATAKANA]ハッカー[HIRAGANA]の 見張りがいて\n外に出ることもできんのだ\nああ これからどうなるんだ˳
C0-08828C	0x08828C	0x0086	event-dialogue	P2		pending	[DFT][STR:138388][FIN]お礼にいいことを教えてあげよう\nこの與の方に\nだんろのある部屋を知ってるかね?\nそこに [PAL:02][KATAKANA]タンス[HIRAGANA][PAL:00]があるんだがね[FIN]そこに町長が [PAL:02]へそくり[PAL:00]を\nかくしているんだ\nなに どうせ[KATAKANA]ワイロ[HIRAGANA]の金さ\n君が 有効に使ってくれ˳
C0-0883CC	0x0883CC	0x0037	npc-dialogue	P3		pending	[DFT]おとなしくしててよって\n言ったでしょ!?\n[KATAKANA]ボク[HIRAGANA]たち やさしそうに見えるけど\nおこると こわいんだぞ˳
C0-088404	0x088404	0x003A	npc-dialogue	P3		pending	[DFT]むっ···[PAU:1E]もう おこったぞ!\n言ってもわからない子は\nおしおきしちゃうからな!\n泣いても知らないぞ!!
C0-088532	0x088532	0x00FC	event-dialogue	P2		pending	[DFT][E2:09C2]がくんじゃないかっ!\nすぐに ここから出してくれっ!\n今いる 町長はにせものだっ![FIN][KATAKANA]ローズ[HIRAGANA]···あの女は\nとんだくわせものだった!\n私から あの三つの石をうばった後\n私を ここにとじこめおった![FIN]だが 安心したまえ あの石は\n[PAL:02]ふたつはうばわれたが ひとつだけ\nあの女に 見つからない場所に\nこっそりかくしてある[PAL:00]のだ[FIN]私をここから出してくれたら\n君に あの石はかならず返す!\nたのむ!あのにせ町長の正体を\nみんなにあばいてやってくれ!
C0-08862F	0x08862F	0x0084	event-dialogue	P2		pending	[DFT][E2:0981]しには ひどいことをしたが\nあの女の 言い出したことなんだ\n私も あの女はあやしいと\n思っていたんだが···[FIN]私をここから出してくれたら\n君に あの石はかならず返す!\nたのむ!あのにせ町長の正体を\nみんなにあばいてやってくれ!
C0-0886B4	0x0886B4	0x009F	event-dialogue	P2		pending	[DFT][E2:093F]お [NAM:00]くん!助かったよ!\n君は 命の恩人だ![FIN]そうそう 石だったな\nこの先の部屋に [PAL:02]だんろ[PAL:00]があってな\nそこから かくし部屋に\n行くことができる[FIN]君の石は そこにしまってある\nあんな いまいましい石など\nはやく 片づけてしまってくれ\n[PAU:1E]やれやれ ひどい目にあったよ˳
C0-088754	0x088754	0x0037	npc-dialogue	P3		pending	[DFT][E2:09C2]がくんじゃないか!\n一体 どこから入ってきたんだ?\n早くこの部屋の[KATAKANA]カギ[HIRAGANA]を開けてくれ!
C0-08878C	0x08878C	0x0034	npc-dialogue	P3		pending	[DFT][E2:097E]··なんだ [KATAKANA]ネズミ[HIRAGANA]か\n[KATAKANA]ネズミ[HIRAGANA]でも だれでもいい\n私を ここから出してくれ[KATAKANA]ー[HIRAGANA]っ!!
C0-088804	0x088804	0x002A	npc-dialogue	P3		pending	[DFT] [NAM:00]は [PAL:02]だんろ[PAL:00]を しらべた\n なんと さくがとれるように\n なっている˳
C0-08889B	0x08889B	0x0095	event-dialogue	P2		pending	[DLY:02]Tに[CMD:FF]ぐ[STR:3F8888]ぅ[DFT] [NAM:00]は\n[PAL:02] 石1[PAL:00]を 手に入れた![TER][DFT][PAL:03]ほほほほっ\nごくろうだったわね ぼうや\n最後のひとつが 見つからなくって\n困ってたところだったのよ[FIN]この [E2:00C3]げは\n我々 [KATAKANA]ハッカー[HIRAGANA]が\n大切に 使わせていただくわ\n[PAU:1E]ありがとうね [PAU:1E]ぼうや˳[PAL:00]
C0-088931	0x088931	0x001B	npc-dialogue	P3		pending	[DFT]\n [NAM:00]は\n[PAL:02] 石1[PAL:00]を うばわれてしまった!
C0-088997	0x088997	0x0038	npc-dialogue	P3		pending	[DFT][E2:0480][BYTE:A4]上[PAL:00]なら この部屋を出て\n[PAL:02][KATAKANA]←[HIRAGANA][PAL:00]の方だけど···\n[PAU:1E]いったい 何があったのよ?
C0-0889D0	0x0889D0	0x001C	npc-dialogue	P3		pending	[DFT][E2:0459]た [KATAKANA]ネズミ[HIRAGANA]なのっ!?\nああ もう いやあっ!
C0-088B60	0x088B60	0x0047	npc-dialogue	P3		pending	[DFT]ここは [KATAKANA]ハッカー[HIRAGANA]の航空幽地\nだけど 飛行機は今\n作戦で すべてではらっていて\n残ってるやつらは [KATAKANA]ヒマ[HIRAGANA]なもんさ˳
C0-088BA8	0x088BA8	0x001D	npc-dialogue	P3		pending	[DFT]あまりにも [KATAKANA]ヒマ[HIRAGANA]だったから\nまた 作っちゃったよ˳
C0-088BF8	0x088BF8	0x0079	event-dialogue	P2		pending	[DFT]わたしは 飛行船の整備士\nだったのですが\n[KATAKANA]ハッカー[HIRAGANA]とかいうやつらに\nさらわれて ここにきたのです[FIN][PAL:02]やつらにさからうと\nきおくを消されてしまう[PAL:00]という\n話を聞いたもので おとなしく\n仕事をしてるんですよ はい˳
C0-088C72	0x088C72	0x0049	npc-dialogue	P3		pending	[DFT][PAL:02]きおくを消される[PAL:00]のなんか\nいやでしょう?私には\n忘れたくない人が いるんですから\n[PAU:1E][NXT]ぞ···[NXT]がと 言ってみたいもんです˳
C0-088CEE	0x088CEE	0x004C	event-dialogue	P2		pending	[DFT]この飛行場にも\n飛行船が たくさんあったのだが[FIN]なにやら作戦があるとかで\nすべて [PAL:02]司令塔[PAL:00]へと\n飛び立ってしまったよ˳
C0-088D3B	0x088D3B	0x0043	npc-dialogue	P3		pending	[DFT][PAL:02]司令塔[PAL:00]というのは ここから\nさらに はなれた島にあって\nだんがいぜっぺきのため\n船では 上陸できないらしいぞ˳
C0-088DB1	0x088DB1	0x0054	npc-dialogue	P3		pending	[DFT][KATAKANA]アキハバラ博士[HIRAGANA]を知ってるかって?\nその人かどうか わからないけど\n[PAL:02]飛行船の設計をやっている人[PAL:00]が\n他の場所に いるらしいが···˳
C0-088E06	0x088E06	0x0030	npc-dialogue	P3		pending	[DFT]その人のいる場所?\nう[KATAKANA]ー[HIRAGANA]ん この工場の與の方って\nことしか 知らないなあ˳
C0-088F7F	0x088F7F	0x00EA	event-dialogue	P2		pending	[DLY:80]ぅぐぽぺ[BYTE:91]ぅ[DFT]なに?[KATAKANA]アキハバラ博士[HIRAGANA]?\nえ?君は博士の息子さんなのか\n博士は しばらくここにいたけど\n[PAL:02]司令塔[PAL:00]へ連れていかれてしまったよ[FIN]君が博士の 息子さんか\n博士から 君のことは聞いてるよ\nしかし[PAL:02]司令塔[PAL:00]には 空からしか\n行くことができないというしなあ[FIN]おじさんにも 子供がいてね\n[PAL:02][KATAKANA]カール[HIRAGANA][PAL:00]って名前なんだけどね\nだから きみの気持ちはわかるよ\nなんとかしてあげたいなあ˳
