# English physical dialogue catalog; translation fields are intentionally blank until review.
record_id	region	start_offset	terminator_offset	length_without_terminator	raw_hex	control_summary	ascii_chars	line_breaks	page_breaks	has_highlight	classification	english	korean_translation	translation_status	required_hangul	missing_hangul	length_delta
EN-07C804	main-dialogue-3	0x07C804	0x07C90E	266	D7 E3 04 73 61 63 72 69 66 69 63 65 20 72 65 74 75 72 6E 73 21 CD E3 09 E3 1C 74 72 75 6C 79 20 61 20 6D 65 73 73 65 6E 67 65 72 21 CD 50 6C 65 61 73 65 2C 20 73 61 76 65 20 6F 75 72 20 76 69 6C 6C 61 67 65 21 CD 4C 69 73 74 65 6E 20 74 6F 20 E3 00 45 6C 64 65 72 21 D1 E3 04 44 65 69 74 79 20 69 73 20 6B 69 6E 64 2C 20 E3 22 74 68 65 CD 53 68 61 6D 61 6E 20 73 61 79 73 20 69 66 20 E3 B7 6E 6F CD 73 61 63 72 69 66 69 63 65 20 68 65 60 6C 6C 20 E3 26 6D 61 64 2C CD E3 08 73 6F 20 E3 12 E3 00 56 6F 6C 63 61 6E 6F 21 D1 E3 04 44 65 69 74 79 20 69 73 20 64 65 6D 61 6E 64 69 6E 67 20 74 68 65 CD 73 61 63 72 69 66 69 63 65 20 6F 66 20 61 20 C3 03 50 72 65 74 74 79 20 47 69 72 6C C3 00 2E CD E3 36 E3 4B E3 1C 6E 6F 20 70 72 65 74 74 79 CD 67 69 72 6C 73 20 69 6E 20 E3 00 76 69 6C 6C 61 67 65 21	00:4 03:1 04:3 08:1 09:1 12:1 1C:2 B7:1 C3:2 CD:9 D1:2 D7:1 E3:16	222	9	2	True	confirmed-record	[TOP][E3][04]sacrifice returns!\n[E3][09][E3][1C]truly a messenger!\nPlease, save our village!\nListen to [E3][00]Elder!\f[E3][04]Deity is kind, [E3]"the\nShaman says if [E3][B7]no\nsacrifice he`ll [E3]&mad,\n[E3][08]so [E3][12][E3][00]Volcano!\f[E3][04]Deity is demanding the\nsacrifice of a [PINK]Pretty Girl[/HIGHLIGHT].\n[E3]6[E3]K[E3][1C]no pretty\ngirls in [E3][00]village!		pending			
EN-07C90F	main-dialogue-3	0x07C90F	0x07CA2A	283	D7 E3 09 E3 95 E3 00 76 69 6C 6C 61 67 65 21 20 59 6F 75 CD E3 1C E3 00 4D 65 73 73 65 6E 67 65 72 21 20 E3 04 CD 6C 65 67 65 6E 64 20 E3 18 E3 3C 69 6E 20 74 68 65 CD 45 6C 64 65 72 60 73 20 66 61 6D 69 6C 79 20 E3 0C 61 67 65 73 21 D1 E3 04 44 65 69 74 79 60 73 20 6D 65 73 73 65 6E 67 65 72 20 68 61 73 CD 63 6F 6D 65 2E 20 E3 D0 E3 5A 74 6F 20 74 68 65 CD 73 68 72 69 6E 65 20 E3 D2 E3 00 74 72 65 61 73 75 72 65 CD 69 73 2E 20 E3 04 74 72 65 61 E3 AB 69 73 20 68 69 73 21 D1 54 68 65 73 65 20 74 77 6F 20 E3 A0 73 65 72 76 65 CD E3 00 45 6C 64 65 72 20 E3 14 6F 70 65 6E 20 61 CD 70 61 74 68 20 74 6F 20 E3 00 73 68 72 69 6E 65 2E D1 54 68 65 73 65 20 74 77 6F 20 E3 12 74 61 6B 65 CD E3 01 74 6F 20 E3 00 73 68 72 69 6E 65 2E 20 50 6C 65 61 73 65 CD 67 6F 20 E3 10 74 68 65 6D 2C CD E3 08 61 63 63 65 70 74 20 E3 00 74 72 65 61 73 75 72 65 2E	00:7 01:1 04:3 08:1 09:1 0C:1 10:1 12:1 14:1 18:1 1C:1 95:1 A0:1 AB:1 CD:11 D0:1 D1:3 D2:1 D7:1 E3:26	218	11	3	False	confirmed-record	[TOP][E3][09][E3][95][E3][00]village! You\n[E3][1C][E3][00]Messenger! [E3][04]\nlegend [E3][18][E3]<in the\nElder`s family [E3][0C]ages!\f[E3][04]Deity`s messenger has\ncome. [E3][WIPE][E3]Zto the\nshrine [E3][WAIT][E3][00]treasure\nis. [E3][04]trea[E3][AB]is his!\fThese two [E3][A0]serve\n[E3][00]Elder [E3][14]open a\npath to [E3][00]shrine.\fThese two [E3][12]take\n[E3][01]to [E3][00]shrine. Please\ngo [E3][10]them,\n[E3][08]accept [E3][00]treasure.		pending			
EN-07CA2B	main-dialogue-3	0x07CA2B	0x07CA75	74	D7 E3 09 E3 1C 62 6F 74 68 20 62 72 61 76 65 21 21 CD E3 36 79 6F 75 60 6C 6C 20 62 65 20 66 69 6E 65 21 CD E3 09 E3 1C 61 20 6D 65 73 73 65 6E 67 65 72 21 CD E3 04 44 65 69 74 79 20 70 72 6F 74 65 63 74 73 20 79 6F 75 21	04:1 09:2 1C:2 CD:3 D7:1 E3:6	59	3	0	False	confirmed-record	[TOP][E3][09][E3][1C]both brave!!\n[E3]6you`ll be fine!\n[E3][09][E3][1C]a messenger!\n[E3][04]Deity protects you!		pending			
EN-07CA76	main-dialogue-3	0x07CA76	0x07CB3C	198	D7 E3 09 E3 2F E3 00 74 72 65 61 73 75 72 65 21 CD E3 FA 65 61 72 6E 65 64 20 E3 00 67 72 65 61 74 65 73 74 CD 6E 61 6D 65 20 69 6E 20 E3 00 76 69 6C 6C 61 67 65 21 CD E3 04 6E 61 6D 65 20 69 73 C3 02 20 42 61 69 62 61 69 C3 00 21 D1 E3 62 6C 79 69 6E 67 20 53 68 61 6D 61 6E 20 69 73 CD 68 65 61 64 65 64 20 E3 0C E3 00 6F 63 65 61 6E 2E CD C3 02 41 20 4D 61 6E 20 61 74 20 E3 00 49 6E 6E CD C3 00 73 61 79 73 20 68 65 20 73 61 77 20 68 69 6D 2E D1 E3 36 E3 A7 E3 00 76 69 6C 6C 61 67 65 20 69 73 CD 73 61 66 65 21 CD 41 6E 64 20 E3 1B 61 6C 6C CD 74 68 61 6E 6B 73 20 74 6F 20 79 6F 75 21 21	00:8 02:2 04:1 09:1 0C:1 1B:1 A7:1 C3:4 CD:9 D1:2 D7:1 E3:15 FA:1	151	9	2	True	confirmed-record	[TOP][E3][09][E3]/[E3][00]treasure!\n[E3][FA]earned [E3][00]greatest\nname in [E3][00]village!\n[E3][04]name is[YELLOW] Baibai[/HIGHLIGHT]!\f[E3]blying Shaman is\nheaded [E3][0C][E3][00]ocean.\n[YELLOW]A Man at [E3][00]Inn\n[/HIGHLIGHT]says he saw him.\f[E3]6[E3][A7][E3][00]village is\nsafe!\nAnd [E3][1B]all\nthanks to you!!		pending			
EN-07CB3D	main-dialogue-3	0x07CB3D	0x07CB5F	34	D7 D3 C4 CA D7 E0 1B CD E3 40 6E 61 6D 65 20 E3 12 6C 69 76 65 CD 6F 6E 20 E3 0E 69 73 6C 61 6E 64 21	0E:1 12:1 1B:1 C4:1 CA:1 CD:2 D3:1 D7:2 E0:1 E3:3	20	2	0	False	confirmed-record	[TOP][D3][C4][CA][TOP][SPEAKER:1B]\n[E3]@name [E3][12]live\non [E3][0E]island!		pending			
EN-07CB60	main-dialogue-3	0x07CB60	0x07CC07	167	D7 E0 1B CD 57 65 6C 63 6F 6D 65 21 20 E3 04 76 69 6C 6C 61 67 65 20 69 73 CD 69 6E 20 74 75 72 6D 6F 69 6C 21 D1 49 74 20 68 61 73 6E 60 74 20 72 61 69 6E 65 64 20 E3 0C 73 6F CD 6C 6F 6E 67 2E 20 E3 04 76 69 6C 6C 61 67 65 20 69 73 20 64 72 79 2C CD E3 00 E3 E7 E3 1C 74 68 69 72 73 74 79 2E D1 43 61 6E 60 74 20 E3 01 E3 B9 79 6F 75 72 CD 70 6F 77 65 72 20 74 6F 20 E3 42 69 74 20 72 61 69 6E 3F CD E3 0B E3 00 44 65 69 74 79 60 73 CD 6D 65 73 73 65 6E 67 65 72 2C 20 E3 42 69 74 20 72 61 69 6E 21	00:2 01:1 04:2 0B:1 0C:1 1B:1 1C:1 B9:1 CD:7 D1:2 D7:1 E0:1 E3:12 E7:1	133	7	2	False	confirmed-record	[TOP][SPEAKER:1B]\nWelcome! [E3][04]village is\nin turmoil!\fIt hasn`t rained [E3][0C]so\nlong. [E3][04]village is dry,\n[E3][00][E3][E7][E3][1C]thirsty.\fCan`t [E3][01][E3][B9]your\npower to [E3]Bit rain?\n[E3][0B][E3][00]Deity`s\nmessenger, [E3]Bit rain!		pending			
EN-07CC08	main-dialogue-3	0x07CC08	0x07CC80	120	D7 E0 1B CD E3 09 63 68 61 6E 74 65 64 2C CD E3 08 69 74 20 72 61 69 6E 65 64 21 CD E3 04 76 69 6C 6C 61 67 65 72 73 20 E3 1C 68 61 70 70 79 21 D1 E3 0B E3 00 68 65 72 6F 20 6F 66 20 74 68 65 CD 76 69 6C 6C 61 67 65 21 20 49 20 74 68 61 6E 6B 20 79 6F 75 21 CD 43 68 65 63 6B 20 E3 4A E3 00 74 77 6F CD 62 6F 78 65 73 20 69 6E 20 E3 00 63 6F 72 6E 65 72 21 21	00:3 04:1 08:1 09:1 0B:1 1B:1 1C:1 CD:6 D1:1 D7:1 E0:1 E3:9	93	6	1	False	confirmed-record	[TOP][SPEAKER:1B]\n[E3][09]chanted,\n[E3][08]it rained!\n[E3][04]villagers [E3][1C]happy!\f[E3][0B][E3][00]hero of the\nvillage! I thank you!\nCheck [E3]J[E3][00]two\nboxes in [E3][00]corner!!		pending			
EN-07CC81	main-dialogue-3	0x07CC81	0x07CC9D	28	D7 4D 72 2E 4D 6F 75 73 65 21 CD 57 65 6C 63 6F 6D 65 2C 20 77 65 6C 63 6F 6D 65 21	CD:1 D7:1	26	1	0	False	confirmed-record	[TOP]Mr.Mouse!\nWelcome, welcome!		pending			
EN-07CD63	main-dialogue-3	0x07CD63	0x07CDAE	75	D7 E3 24 69 73 20 E3 00 45 6C 64 65 72 2C 20 74 68 65 CD 74 6F 70 20 6D 61 6E 20 69 6E 20 E3 00 76 69 6C 6C 61 67 65 21 CD E3 36 6C 61 74 65 6C 79 20 E3 00 53 68 61 6D 61 6E CD E3 18 E3 3C 63 61 74 63 68 69 6E 67 20 75 70 21	00:3 18:1 CD:3 D7:1 E3:7	60	3	0	False	confirmed-record	[TOP][E3]$is [E3][00]Elder, the\ntop man in [E3][00]village!\n[E3]6lately [E3][00]Shaman\n[E3][18][E3]<catching up!		pending			
EN-07CDAF	main-dialogue-3	0x07CDAF	0x07CDF3	68	D7 E3 04 73 61 63 72 69 66 69 63 65 20 E3 18 63 6F 6D 65 CD 62 61 63 6B 21 20 E3 04 45 6C 64 65 72 20 73 61 79 73 20 74 68 61 74 CD E3 13 61 20 6D 65 73 73 65 6E 67 65 72 CD E3 1F E3 00 44 65 69 74 79 21	00:1 04:2 13:1 18:1 1F:1 CD:3 D7:1 E3:6	52	3	0	False	confirmed-record	[TOP][E3][04]sacrifice [E3][18]come\nback! [E3][04]Elder says that\n[E3][13]a messenger\n[E3][1F][E3][00]Deity!		pending			
EN-07CDF4	main-dialogue-3	0x07CDF4	0x07CE22	46	D7 E3 09 E3 95 E3 00 76 69 6C 6C 61 67 65 21 CD E3 09 E3 1C E3 00 4D 65 73 73 65 6E 67 65 72 21 CD E3 04 45 6C 64 65 72 20 E3 A8 73 6F 21	00:2 04:1 09:2 1C:1 95:1 A8:1 CD:2 D7:1 E3:8	27	2	0	False	confirmed-record	[TOP][E3][09][E3][95][E3][00]village!\n[E3][09][E3][1C][E3][00]Messenger!\n[E3][04]Elder [E3][A8]so!		pending			
EN-07CE23	main-dialogue-3	0x07CE23	0x07CE71	78	D7 57 65 20 E3 3B 61 20 73 65 63 72 65 74 20 64 61 6E 63 65 CD E3 15 6F 70 65 6E 73 20 E3 00 72 6F 61 64 20 74 6F CD E3 00 73 68 72 69 6E 65 2E 20 E3 52 E3 10 75 73 2C CD 77 65 60 6C 6C 20 64 61 6E 63 65 20 69 74 20 E3 0C 79 6F 75 2E	00:2 0C:1 10:1 15:1 CD:3 D7:1 E3:7	62	3	0	False	confirmed-record	[TOP]We [E3];a secret dance\n[E3][15]opens [E3][00]road to\n[E3][00]shrine. [E3]R[E3][10]us,\nwe`ll dance it [E3][0C]you.		pending			
EN-07CE72	main-dialogue-3	0x07CE72	0x07CEB4	66	D7 E3 09 E3 2F E3 00 74 72 65 61 73 75 72 65 3F CD E3 06 74 65 73 74 20 E3 DD 49 66 20 79 6F 75 60 72 65 CD E3 44 6D 65 73 73 65 6E 67 65 72 20 E3 01 CD E3 14 E3 26 E3 44 74 72 65 61 73 75 72 65 21	00:1 01:1 06:1 09:1 14:1 CD:3 D7:1 DD:1 E3:10	46	3	0	False	confirmed-record	[TOP][E3][09][E3]/[E3][00]treasure?\n[E3][06]test [E3][DD]If you`re\n[E3]Dmessenger [E3][01]\n[E3][14][E3]&[E3]Dtreasure!		pending			
EN-07CEB5	main-dialogue-3	0x07CEB5	0x07CEE2	45	D7 E3 FA E3 95 E3 00 76 69 6C 6C 61 67 65 21 CD E3 40 6E 61 6D 65 20 E3 12 62 65 CD 66 61 6D 6F 75 73 20 E3 A6 66 6F 72 65 76 65 72 21	00:1 12:1 95:1 A6:1 CD:2 D7:1 E3:6 FA:1	31	2	0	False	confirmed-record	[TOP][E3][FA][E3][95][E3][00]village!\n[E3]@name [E3][12]be\nfamous [E3][A6]forever!		pending			
EN-07CEE3	main-dialogue-3	0x07CEE3	0x07CF26	67	D7 41 20 67 75 79 20 61 74 20 E3 00 69 6E 6E 20 C3 02 CD 73 61 77 20 61 20 73 74 72 61 6E 67 65 20 6D 61 6E CD 72 75 6E 6E 69 6E 67 20 74 6F 20 E3 00 62 61 79 C3 00 2E CD 41 20 62 61 64 20 6D 61 6E 21	00:3 02:1 C3:2 CD:3 D7:1 E3:2	55	3	0	True	confirmed-record	[TOP]A guy at [E3][00]inn [YELLOW]\nsaw a strange man\nrunning to [E3][00]bay[/HIGHLIGHT].\nA bad man!		pending			
EN-07CF27	main-dialogue-3	0x07CF27	0x07CF71	74	D7 E3 04 76 69 6C 6C 61 67 65 20 E3 18 68 61 64 CD 6E 6F 20 72 61 69 6E 20 E3 0C 61 20 E3 A4 74 69 6D 65 2E CD E3 04 76 69 6C 6C 61 67 65 20 69 73 20 70 61 72 63 68 65 64 2E CD 57 65 20 E3 1C E3 71 74 68 69 72 73 74 79 2E	04:2 0C:1 18:1 1C:1 A4:1 CD:3 D7:1 E3:7	57	3	0	False	confirmed-record	[TOP][E3][04]village [E3][18]had\nno rain [E3][0C]a [E3][A4]time.\n[E3][04]village is parched.\nWe [E3][1C][E3]qthirsty.		pending			
EN-07CFE9	main-dialogue-3	0x07CFE9	0x07CFF7	14	D7 CD E3 53 E3 58 E3 15 73 74 6F 72 79 21	15:1 CD:1 D7:1 E3:3	8	1	0	False	confirmed-record	[TOP]\n[E3]S[E3]X[E3][15]story!		pending			
EN-07CFF8	main-dialogue-3	0x07CFF8	0x07D043	75	D7 E0 04 49 6E 74 65 72 65 73 74 69 6E 67 21 D1 C3 00 41 20 C3 03 50 72 65 74 74 79 20 47 69 72 6C C3 00 20 69 73 20 74 6F 20 62 65 CD 73 61 63 72 69 66 69 63 65 64 2C CD E3 22 E3 4B 61 72 65 6E 60 74 20 E3 BE 68 65 72 65 21	00:2 03:1 04:1 BE:1 C3:3 CD:2 D1:1 D7:1 E0:1 E3:3	59	2	1	True	confirmed-record	[TOP][SPEAKER:04]Interesting!\f[/HIGHLIGHT]A [PINK]Pretty Girl[/HIGHLIGHT] is to be\nsacrificed,\n[E3]"[E3]Karen`t [E3][BE]here!		pending			
EN-07D044	main-dialogue-3	0x07D044	0x07D0D6	146	D7 57 61 69 74 21 20 C9 14 E3 ED E3 01 68 65 61 72 3F D1 4D 69 6E 74 20 68 61 73 CD 76 6F 6C 75 6E 74 65 65 72 65 64 20 74 6F 20 62 65 20 74 68 65 CD 73 61 63 72 69 66 69 63 65 21 20 57 65 60 6C 6C 20 E3 4D 6F 75 74 CD E3 23 E3 00 44 65 69 74 79 20 E3 3F 69 73 21 D1 C2 00 2E CD C9 14 E3 09 E3 50 67 6F 20 61 6C 6F 6E 67 2E 20 57 68 79 CD E3 00 E3 A4 66 61 63 65 3F 20 E3 09 74 68 69 6E 6B CD 73 68 65 20 E3 50 67 6F 20 61 6C 6F 6E 65 3F	00:3 01:1 09:2 14:2 A4:1 C2:1 C9:2 CD:6 D1:2 D7:1 E3:12 ED:1	112	6	2	False	confirmed-record	[TOP]Wait! [C9][14][E3][ED][E3][01]hear?\fMint has\nvolunteered to be the\nsacrifice! We`ll [E3]Mout\n[E3]#[E3][00]Deity [E3]?is!\f[NAME].\n[C9][14][E3][09][E3]Pgo along. Why\n[E3][00][E3][A4]face? [E3][09]think\nshe [E3]Pgo alone?		pending			
EN-07D520	main-dialogue-3	0x07D520	0x07D56E	78	D7 E3 88 E3 02 49 20 62 65 E3 20 61 CD 4D 6F 75 73 65 21 3F 20 43 68 61 6E 67 65 20 6D 65 20 62 61 63 6B 21 CD 43 68 61 6E 67 65 20 6D 65 20 62 61 63 6B 21 20 54 68 65 CD 44 65 69 74 79 60 73 20 63 75 72 73 65 20 6F 6E 20 79 6F 75 21	02:1 88:1 CD:3 D7:1 E3:3	69	3	0	False	confirmed-record	[TOP][E3][88][E3][02]I be[E3] a\nMouse!? Change me back!\nChange me back! The\nDeity`s curse on you!		pending			
EN-07D58E	main-dialogue-3	0x07D58E	0x07D620	146	D7 E3 04 53 68 61 6D 61 6E 20 E3 18 64 65 76 6F 74 65 64 CD 68 69 6D 73 65 6C 66 20 74 6F 20 E3 00 73 65 72 76 69 63 65 20 6F 66 CD E3 00 44 65 69 74 79 21 20 E3 0D 61 CD E3 96 E3 FC 6A 6F 62 21 D1 E3 04 53 68 61 6D 61 6E 20 E3 14 68 65 61 72 20 74 68 65 CD 76 6F 69 63 65 20 6F 66 20 E3 00 44 65 69 74 79 21 20 49 66 20 79 6F 75 CD 69 6E 74 65 72 66 65 72 65 20 E3 01 E3 12 62 65 CD 70 75 6E 69 73 68 65 64 21 20 47 6F 20 61 77 61 79 21	00:3 01:1 04:2 0D:1 12:1 14:1 18:1 96:1 CD:6 D1:1 D7:1 E3:12 FC:1	114	6	1	False	confirmed-record	[TOP][E3][04]Shaman [E3][18]devoted\nhimself to [E3][00]service of\n[E3][00]Deity! [E3][0D]a\n[E3][96][E3][FC]job!\f[E3][04]Shaman [E3][14]hear the\nvoice of [E3][00]Deity! If you\ninterfere [E3][01][E3][12]be\npunished! Go away!		pending			
EN-07D697	main-dialogue-3	0x07D697	0x07D6BD	38	D7 CD 48 65 79 21 20 E3 09 E3 0F 67 6F 20 6E 65 61 72 CD E3 00 50 6C 61 63 65 20 6F 66 20 E3 00 44 65 69 74 79 21	00:2 09:1 0F:1 CD:2 D7:1 E3:4	27	2	0	False	confirmed-record	[TOP]\nHey! [E3][09][E3][0F]go near\n[E3][00]Place of [E3][00]Deity!		pending			
EN-07D707	main-dialogue-3	0x07D707	0x07D71D	22	D7 02 85 07 03 12 02 98 02 86 05 06 11 02 98 A9 01 00 8D 08 06 A9	00:1 01:1 02:4 03:1 05:1 06:2 07:1 08:1 11:1 12:1 85:1 86:1 8D:1 98:2 A9:2 D7:1	0	0	0	False	confirmed-record	[TOP][02][85][07][03][12][02][98][02][86][05][06][11][02][98][A9][01][00][8D][08][06][A9]		pending			
EN-07D790	main-dialogue-3	0x07D790	0x07D7FE	110	D7 02 0A 01 80 02 84 01 20 02 98 02 86 08 03 01 02 98 02 85 0B 01 01 02 98 02 86 08 05 01 02 98 02 D0 3C 00 02 0A 02 80 02 B2 6B D8 57 61 69 74 20 68 65 72 65 2C 20 E3 08 E3 00 44 65 69 74 79 CD E3 12 63 6F 6D 65 2E 20 E3 8F 73 63 61 72 65 64 CD 6F 66 20 68 69 6D 2E 20 E3 8F 67 65 74 74 69 6E 67 CD E3 4A 6F 66 20 68 65 72 65 21	00:2 01:6 02:13 03:1 05:1 08:3 0A:2 0B:1 12:1 80:2 84:1 85:1 86:2 8F:2 98:4 B2:1 CD:3 D0:1 D7:1 D8:1 E3:6	55	3	0	False	confirmed-record	[TOP][02][0A][01][80][02][84][01] [02][98][02][86][08][03][01][02][98][02][85][0B][01][01][02][98][02][86][08][05][01][02][98][02][WIPE]<[00][02][0A][02][80][02][B2]k[BOTTOM]Wait here, [E3][08][E3][00]Deity\n[E3][12]come. [E3][8F]scared\nof him. [E3][8F]getting\n[E3]Jof here!		pending			
EN-07D84A	main-dialogue-3	0x07D84A	0x07D880	54	D7 DC 01 57 68 61 74 21 C9 1E 21 CD C9 1E E3 0D E3 3C 61 20 E3 55 74 6F 75 72 21 CD E3 CF E3 43 74 68 65 CD 66 61 63 74 6F 72 79 20 62 6C 65 77 20 75 70 21 DC 00	00:1 01:1 0D:1 1E:2 C9:2 CD:3 CF:1 D7:1 DC:2 E3:5	35	3	0	False	confirmed-record	[TOP][DC][01]What![C9][1E]!\n[C9][1E][E3][0D][E3]<a [E3]Utour!\n[E3][CF][E3]Cthe\nfactory blew up![DC][00]		pending			
EN-07D8A2	main-dialogue-3	0x07D8A2	0x07D91C	122	D7 E3 2A E3 13 62 61 63 6B 2E 20 57 65 60 72 65 CD 72 65 74 75 72 6E 69 6E 67 20 74 6F 20 E3 00 76 69 6C 6C 61 67 65 2E CD 57 65 60 76 65 20 68 61 64 20 E3 0A 65 6E 6F 75 67 68 CD 6F 66 20 E3 0E 74 6F 75 72 21 D1 E3 2E E3 09 E3 95 75 73 2E CD E3 19 E3 9F 74 6F 20 74 68 65 CD 67 69 72 6C 3F 20 53 68 65 20 E3 6E 74 6F 20 6C 6F 6F 6B CD E3 0C 73 6F 6D 65 6F 6E 65 2E	00:1 09:1 0A:1 0C:1 0E:1 13:1 19:1 95:1 9F:1 CD:6 D1:1 D7:1 E3:12	93	6	1	False	confirmed-record	[TOP][E3]*[E3][13]back. We`re\nreturning to [E3][00]village.\nWe`ve had [E3][0A]enough\nof [E3][0E]tour!\f[E3].[E3][09][E3][95]us.\n[E3][19][E3][9F]to the\ngirl? She [E3]nto look\n[E3][0C]someone.		pending			
EN-07D944	main-dialogue-3	0x07D944	0x07D9A5	97	D7 E3 24 69 73 20 44 72 2E 45 69 6E 73 74 2C 20 74 68 65 CD E3 55 69 6E 76 65 6E 74 6F 72 2E CD E3 03 E3 1E 69 6E 20 72 69 67 68 74 20 6E 6F 77 2E D1 4C 65 61 76 65 20 61 20 6D 65 73 73 61 67 65 20 CD 61 66 74 65 72 20 E3 00 62 65 65 70 2E CD C9 3C CD C3 03 42 65 65 65 65 65 65 70 21 C3 00	00:2 03:2 1E:1 C3:2 C9:1 CD:5 D1:1 D7:1 E3:5	77	5	1	True	confirmed-record	[TOP][E3]$is Dr.Einst, the\n[E3]Uinventor.\n[E3][03][E3][1E]in right now.\fLeave a message \nafter [E3][00]beep.\n[C9]<\n[PINK]Beeeeeep![/HIGHLIGHT]		pending			
EN-07D9A6	main-dialogue-3	0x07D9A6	0x07DA29	131	D7 53 6F 20 E3 0E 69 73 20 E3 00 E3 FB 74 68 65 CD 53 68 61 6D 61 6E 20 68 65 61 72 73 20 74 68 65 CD 77 6F 72 64 73 20 6F 66 20 E3 00 44 65 69 74 79 21 D1 C3 02 2E 2E 2E 48 6D 6D 6D 3F D1 C3 02 E3 04 44 65 69 74 79 60 73 20 76 6F 69 63 65 20 73 6F 75 6E 64 73 CD 73 6F 20 E3 7D 74 6F 64 61 79 21 20 4D 75 73 74 CD 62 65 20 62 65 63 61 E3 B9 6F 66 20 74 68 65 CD 73 61 63 72 69 66 69 63 65 2E	00:2 02:2 04:1 0E:1 B9:1 C3:2 CD:5 D1:2 D7:1 E3:7 FB:1	106	5	2	True	confirmed-record	[TOP]So [E3][0E]is [E3][00][E3][FB]the\nShaman hears the\nwords of [E3][00]Deity!\f[YELLOW]...Hmmm?\f[YELLOW][E3][04]Deity`s voice sounds\nso [E3]}today! Must\nbe beca[E3][B9]of the\nsacrifice.		pending			
EN-07DA2A	main-dialogue-3	0x07DA2A	0x07DA4A	32	D7 20 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E CD 20 2E 2E 2E 2E 2E 4E 6F 20 72 65 73 70 6F 6E 73 65 2E	CD:1 D7:1	30	1	0	False	confirmed-record	[TOP] ...........\n .....No response.		pending			
EN-07DAC8	main-dialogue-3	0x07DAC8	0x07DB53	139	D7 E3 34 E3 1B 44 72 2E 41 6B 69 68 61 62 61 72 61 CD E3 08 46 6C 61 76 6F 6E 21 20 49 74 20 E3 12 74 61 6B 65 CD 62 6F 74 68 20 6F 66 20 E3 01 74 6F CD 69 6E 76 65 73 74 69 67 61 74 65 20 75 73 20 48 61 63 6B 65 72 73 21 D1 2E 2E 2E 4F 72 20 73 6F 20 68 65 20 73 61 69 64 2E CD 49 66 20 E3 01 E3 07 E3 29 74 6F CD E3 26 68 75 72 74 2C 20 79 6F 75 60 64 20 62 65 74 74 65 72 CD E3 20 61 E3 A4 71 75 69 65 74 6C 79 2E	01:2 07:1 08:1 12:1 1B:1 A4:1 CD:6 D1:1 D7:1 E3:11	113	6	1	False	confirmed-record	[TOP][E3]4[E3][1B]Dr.Akihabara\n[E3][08]Flavon! It [E3][12]take\nboth of [E3][01]to\ninvestigate us Hackers!\f...Or so he said.\nIf [E3][01][E3][07][E3])to\n[E3]&hurt, you`d better\n[E3] a[E3][A4]quietly.		pending			
EN-07DBA6	main-dialogue-3	0x07DBA6	0x07DC59	179	D7 E0 02 46 6C 61 76 6F 6E 2C CD E3 09 72 75 6E 2E 20 E3 06 74 61 6B 65 CD E3 AC 6F 66 20 68 69 6D 2E D1 E0 0F 42 75 74 2E 2E 2E 20 62 75 74 2E 2E 2E D1 E0 02 57 61 68 20 68 61 20 68 61 2E 20 E3 03 61 6E 20 69 6E 76 65 6E 74 6F 72 21 D1 E3 03 70 72 65 70 61 72 69 6E 67 20 61 20 63 6F 75 70 6C 65 20 6F 66 CD E3 B0 E3 15 E3 2B 68 65 6C 70 CD 61 74 20 61 20 E3 54 E3 2D 74 68 69 73 2E D1 57 65 6C 6C 2C C9 1E 20 E3 26 62 61 63 6B 2C 20 69 74 60 73 CD 64 61 6E 67 65 72 6F 75 73 2E 20 49 20 63 61 6E CD E3 30 E3 AC 6F 66 20 74 68 65 6D 2E	02:2 03:2 06:1 09:1 0F:1 15:1 1E:1 AC:2 B0:1 C9:1 CD:6 D1:4 D7:1 E0:3 E3:13	139	6	4	False	confirmed-record	[TOP][SPEAKER:02]Flavon,\n[E3][09]run. [E3][06]take\n[E3][AC]of him.\f[SPEAKER:0F]But... but...\f[SPEAKER:02]Wah ha ha. [E3][03]an inventor!\f[E3][03]preparing a couple of\n[E3][B0][E3][15][E3]+help\nat a [E3]T[E3]-this.\fWell,[C9][1E] [E3]&back, it`s\ndangerous. I can\n[E3]0[E3][AC]of them.		pending			
EN-07DD44	main-dialogue-3	0x07DD44	0x07DD6A	38	D7 E0 0F 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E CD 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E CD 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E	0F:1 CD:2 D7:1 E0:1	33	2	0	False	confirmed-record	[TOP][SPEAKER:0F]...........\n...........\n...........		pending			
EN-07DDF4	main-dialogue-3	0x07DDF4	0x07DE18	36	D7 E0 0F DC 06 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E 2E CD C9 1E 2E 2E 2E DC 00 41 6B 69 68 61 62 61 72 61 2E 2E 2E	00:1 06:1 0F:1 1E:1 C9:1 CD:1 D7:1 DC:2 E0:1	26	1	0	False	confirmed-record	[TOP][SPEAKER:0F][DC][06]...........\n[C9][1E]...[DC][00]Akihabara...		pending			
